kaBP,depth,accrate,Erica,Allophylus,Acacia,Combretum,Commiphora,Cussonia,Dobera,Lannea,Macaranga,Olea,Jasminum,Podocarpus,Phoenix,Rhus,Securinega,Teclea,Zanthoxylum,Melastomataceae,Cassia,Capparidaceae,Maytenus,Acalypha,Euphorbia,Euphorbiacea,Phyllantus,Tamarindus,Buxus,Psydrax,Celastraceae,Celtis,Alchornea,Dodonaea,Ekebergia,Ephedra,Ficus,Ilex,Clematis,Euclea,Hagenia,Juniperus,Myrica,Myrsine,Rapanea,Rosa,Schefflera,Hypoestes,Hypericum,Anthospermum,Alchemilla,Aloe,Chenopodiaceae,Artemisia,Cichoroideae,Aster,Asteroideae,Carduus,Cerastium,Cerealia,Plantago,Planceolata,Poaceae,Asteraceae,Vernonia,Rumex,Polygonum,Solanum,Tribulus,Apiaceae,Urticaceae,Ziziphus,Brucea,Ricinus,Sapotaceae,Iridaceae,Asphodellus,Anthyllis,Leguminosae,Galium,Rubiaceae,Brassicaceae,Acanthus,Blepharis,Justicia,Caryophylaceae,Chorcorus,Saussurea,Swertia,Senecio,Heliotropium,Kohautia,Indigofera,Lamiaceae,Ranunculus,Thalictrum,Callytriche,Monoletes,Triletes,Cyperaceae,Typha,Botryococcus,Undetermined,Lycopodium,Lyc.conc,volume
4.589,366,0.06,17,0,0,10,0,0,0,0,0,10,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,0,0,0,0,4,6,13,0,1,0,1,0,5,5,1,2,14,22,0,2,4,0,0,0,0,0,88,7,1,0,0,0,0,9,1,0,0,0,0,5,0,1,2,1,0,2,0,0,0,2,1,0,1,0,1,0,0,1,1,0,1,2,5,6,1,210,2,119,31272,1
4.67,371,0.07,21,0,0,7,0,0,0,0,0,12,0,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,0,0,0,3,8,14,0,0,0,0,0,3,8,9,0,8,25,0,0,15,0,0,0,0,0,32,30,0,0,0,0,0,14,0,0,0,0,0,2,0,1,0,1,1,1,0,0,1,4,0,0,0,1,0,0,0,4,0,0,0,2,4,5,1,185,1,321,31272,1
4.787,378,0.06,37,0,0,9,0,0,0,0,0,12,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,5,0,0,0,0,5,8,15,0,1,0,0,0,0,9,12,0,3,17,0,2,3,0,0,0,0,0,108,6,0,0,0,0,0,2,0,0,0,0,0,5,0,1,3,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,0,0,0,5,3,8,1,1522,5,236,31272,1
4.88,384,0.08,42,0,0,9,0,0,0,0,0,16,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,5,0,0,0,0,5,3,14,2,2,0,0,1,2,3,3,0,16,2,0,1,11,0,0,0,0,0,40,23,0,0,0,0,0,5,0,0,0,0,0,1,0,1,1,1,1,2,1,0,2,3,0,0,0,4,1,0,0,1,0,0,1,5,4,5,1,1178,1,412,31272,1
4.99,392,0.06,50,0,2,3,0,0,0,0,0,8,0,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,7,10,1,2,0,0,0,4,4,3,0,21,2,0,0,6,0,0,0,0,0,109,32,0,0,0,0,0,14,0,0,0,0,0,1,0,1,2,0,0,0,1,1,1,3,0,1,0,1,0,1,0,1,0,1,0,1,4,10,1,645,3,102,31272,1
5.117,400,0.07,20,0,1,1,0,0,0,0,0,1,0,98,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,12,2,1,0,0,0,2,3,10,0,5,7,0,0,2,0,0,0,0,0,89,29,0,0,0,0,0,8,0,0,0,0,0,0,0,1,3,0,1,2,1,0,0,1,1,0,0,3,1,0,0,4,1,1,1,4,4,5,1,1203,4,145,31272,1
5.276,410,0.07,37,0,2,3,0,0,0,0,0,2,0,105,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,15,5,2,1,0,0,0,0,7,0,0,12,0,0,0,6,0,0,0,0,0,59,30,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,0,0,0,5,1,0,1,1,2,0,0,3,5,7,1,1751,5,248,31272,1
5.344,414,0.06,36,0,4,1,0,0,0,0,0,3,0,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,3,8,0,10,1,0,2,1,0,0,0,0,0,75,30,0,0,0,0,0,10,0,0,0,0,0,2,0,0,4,0,1,2,1,0,1,2,0,1,1,0,0,1,0,2,1,1,1,3,4,6,0,1573,2,345,31272,1
5.415,419,0.06,41,0,5,3,0,0,0,0,0,3,1,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,3,5,4,0,1,0,0,0,0,6,4,0,10,6,0,1,13,0,0,0,0,0,169,19,0,0,0,0,0,14,0,0,0,0,0,2,0,1,5,1,1,2,0,1,0,0,0,1,1,2,1,1,0,3,0,0,0,2,0,6,0,1360,1,347,31272,1
5.486,424,0.09,28,0,0,3,0,0,0,0,0,4,0,94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,0,2,0,0,0,0,5,5,0,11,7,0,1,6,0,0,0,0,0,138,6,0,0,0,0,0,13,0,0,0,0,0,2,0,0,2,1,0,2,0,0,2,4,1,1,0,2,1,1,0,2,0,0,1,3,1,9,1,245,5,214,31272,1
5.551,429,0.08,53,0,0,1,0,0,0,0,0,5,0,97,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,4,2,0,0,0,0,2,7,7,0,4,7,0,1,5,0,0,0,0,0,133,17,0,0,0,0,0,8,0,0,0,0,0,2,0,1,4,0,1,0,0,1,0,1,1,0,1,0,1,1,0,3,0,0,0,5,2,9,1,120,4,187,31272,1
5.662,436,0.07,48,0,0,4,0,0,0,0,1,0,0,75,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,15,1,0,0,0,0,0,2,0,6,0,1,5,2,1,14,0,0,0,0,0,159,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,1,1,2,0,1,2,5,1,1,0,3,0,0,1,1,0,1,0,4,1,10,0,345,4,117,31272,1
5.761,443,0.07,36,0,0,2,0,0,0,0,0,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,33,1,1,2,1,0,0,5,2,9,0,3,9,1,2,10,0,0,0,0,0,122,32,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,3,0,1,0,1,0,0,1,4,0,0,1,4,5,6,0,1265,5,186,31272,1
5.831,448,0.08,21,0,0,0,0,0,1,0,0,5,0,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,31,0,2,2,0,0,0,5,9,10,0,4,8,1,2,9,0,0,0,0,0,192,19,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,1,1,1,2,1,0,0,1,1,1,1,5,1,1,0,4,0,5,0,1440,1,104,31272,1
5.897,453,0.08,57,0,0,5,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30,3,2,1,0,0,0,2,6,4,0,0,5,1,2,5,0,0,0,0,0,186,29,0,0,0,0,0,7,1,0,0,0,0,1,0,1,2,1,1,0,0,1,2,1,0,0,0,3,0,1,1,3,0,1,1,1,4,5,1,1712,2,117,31272,1
5.986,460,0.07,64,0,0,4,0,0,0,0,2,2,0,29,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,39,0,2,1,0,0,0,3,9,7,0,5,1,2,0,14,0,0,0,0,0,121,9,0,0,0,0,0,6,0,0,0,0,0,1,0,1,5,0,1,0,1,0,1,5,0,0,1,1,1,0,1,2,1,1,1,4,4,33,0,1827,2,120,31272,1
6.055,465,0.06,48,0,0,3,0,0,0,0,0,5,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,26,0,2,2,0,0,0,1,5,2,0,1,7,1,0,4,0,0,0,1,0,170,5,0,0,0,0,0,6,0,0,0,0,0,4,0,1,0,1,1,1,0,0,2,4,1,1,1,4,1,0,0,0,2,1,0,2,3,32,1,1255,0,367,31272,1
6.103,468,0.06,35,0,0,1,0,0,0,0,0,5,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,32,2,1,2,0,0,0,2,8,3,0,4,5,0,1,0,0,0,0,0,0,133,2,0,0,0,0,0,13,0,0,0,0,0,0,0,1,3,1,0,2,0,0,0,2,1,1,0,1,1,1,1,1,1,1,1,4,4,25,1,1408,5,410,31272,1
6.174,473,0.06,52,0,0,0,1,0,0,1,0,1,0,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,33,3,0,2,0,0,0,5,0,3,0,5,7,0,0,3,0,0,0,0,0,210,15,0,0,0,0,0,15,0,0,0,0,0,5,0,1,3,1,1,2,0,0,1,4,0,1,0,1,1,1,0,4,1,1,1,4,4,25,0,213,2,358,31272,1
6.231,477,0.06,69,0,0,2,0,2,0,0,0,0,0,29,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,36,1,2,0,0,0,0,1,12,11,0,0,8,1,0,3,0,0,0,0,0,174,27,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,1,1,1,1,0,1,0,1,2,0,0,1,5,2,0,1,5,5,38,0,1401,3,145,31272,1
6.285,481,0.1,54,0,0,1,0,0,0,1,0,4,0,27,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,1,0,0,0,1,0,1,23,2,0,4,9,0,2,1,0,0,0,0,0,144,24,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0,1,4,0,0,0,1,0,0,1,4,1,19,0,1840,4,362,31272,1
6.323,484,0.08,48,0,0,3,0,0,0,0,0,0,0,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,23,3,0,0,0,0,0,5,18,11,0,1,1,0,1,4,0,0,0,0,0,208,21,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,1,0,2,0,1,0,1,0,0,0,2,0,0,1,3,0,0,1,4,0,28,0,415,2,402,31272,1
6.364,487,0.09,69,0,0,5,0,0,0,0,0,4,0,32,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,5,1,2,0,0,0,2,10,4,0,3,0,2,0,5,0,0,0,0,0,124,25,0,0,0,0,0,13,0,0,0,0,0,1,0,1,3,0,0,2,0,0,2,0,1,1,0,1,1,1,1,0,2,0,0,0,3,36,1,1657,4,385,31272,1
6.435,492,0.08,86,0,0,4,2,0,0,0,0,1,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,16,5,1,2,0,0,0,5,11,1,0,5,3,3,2,4,0,0,0,0,0,127,31,1,0,0,0,0,9,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,0,4,0,1,1,4,1,1,1,3,4,35,1,1738,2,161,31272,1
6.52,498,0.08,185,0,0,2,5,0,0,0,0,2,0,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,26,4,2,0,0,0,0,5,14,10,0,5,4,5,0,1,0,0,0,0,0,143,6,0,0,0,0,0,7,0,0,0,0,0,4,0,0,2,0,0,2,1,0,1,2,1,0,1,1,1,0,1,5,1,0,1,4,1,26,1,1646,1,210,31272,1
6.566,501,0.08,105,0,0,5,2,0,0,2,0,3,0,37,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,6,9,0,1,7,5,1,3,0,0,0,0,0,104,9,0,0,0,0,0,1,0,0,0,0,0,4,0,1,4,1,1,0,1,0,1,4,1,1,0,4,0,0,0,1,2,1,1,1,5,28,0,1333,0,321,31272,1
6.633,505,0.07,78,0,0,2,4,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,20,1,2,0,0,0,0,1,7,12,0,0,5,5,1,4,0,0,0,0,0,64,6,0,0,0,0,0,3,0,0,0,0,0,4,0,1,0,1,1,1,0,0,2,5,1,0,0,2,0,1,1,0,2,0,0,0,2,15,1,1622,2,145,31272,1
6.664,507,0.07,114,0,0,0,0,0,0,0,0,1,0,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,1,0,0,0,0,1,13,6,0,1,9,0,1,0,0,0,0,0,0,90,7,0,0,0,0,0,9,0,0,0,0,0,5,0,1,2,0,1,0,0,1,1,5,1,1,1,3,1,0,0,2,1,1,0,5,4,29,1,1472,1,211,31272,1
6.694,509,0.07,225,0,0,0,1,0,1,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,36,0,0,0,0,0,0,1,24,10,0,4,12,3,1,3,0,0,0,0,0,75,24,0,0,0,0,0,6,1,0,0,0,0,3,0,0,3,1,1,1,1,0,0,1,1,0,1,2,0,0,0,2,1,0,1,5,4,33,0,1789,0,305,31272,1
6.721,511,0.07,48,0,0,2,2,0,0,0,0,1,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,28,3,1,0,0,0,0,4,9,2,0,1,4,0,2,2,0,0,0,0,0,95,27,0,0,0,0,0,7,0,0,0,0,0,3,0,1,3,0,1,1,0,1,0,0,0,0,0,2,1,1,0,5,0,1,0,4,0,22,0,1255,0,215,31272,1
6.759,514,0.08,37,0,0,3,5,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,4,1,0,0,0,0,0,18,1,0,0,4,2,2,5,0,0,0,0,0,110,3,1,0,0,0,0,15,0,0,0,0,0,4,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2,1,0,0,4,4,22,0,1536,5,188,31272,1
6.811,518,0.07,42,0,0,1,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,21,4,1,0,0,0,0,2,8,5,0,1,1,3,1,5,0,0,0,0,0,112,28,0,0,0,0,0,6,0,0,0,0,0,4,0,1,0,1,1,0,1,1,1,2,1,0,1,4,0,0,0,3,1,0,0,2,3,19,0,1598,4,214,31272,1
6.862,522,0.07,58,0,0,3,0,0,0,0,0,3,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,2,0,0,0,0,0,2,15,9,0,4,4,4,1,2,0,0,0,0,0,65,31,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,1,2,0,1,5,5,24,1,1824,0,147,31272,1
6.909,526,0.08,36,0,0,2,4,0,0,1,0,1,0,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,25,1,2,0,0,0,0,4,8,1,0,0,0,6,0,2,0,0,0,0,0,113,25,0,0,0,0,0,3,0,0,0,0,0,1,0,0,5,0,1,1,1,1,2,3,0,1,1,2,0,1,0,4,2,0,0,1,0,22,1,147,5,321,31272,1
6.945,529,0.08,24,0,0,3,5,0,0,0,0,3,0,20,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,4,1,0,0,0,0,5,6,6,0,0,5,3,1,1,0,0,0,0,0,57,24,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,1,0,1,0,0,1,1,5,1,0,1,5,1,0,0,3,1,36,1,325,3,245,31272,1
6.987,533,0.08,13,0,0,5,4,0,0,0,1,1,0,14,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,24,1,1,0,0,0,0,4,25,5,0,4,0,5,1,4,0,0,0,0,0,108,22,0,0,0,0,0,13,0,0,0,0,0,5,0,1,1,0,0,0,0,0,1,4,0,1,1,2,0,1,1,3,1,1,0,4,4,38,1,478,1,69,31272,1
7.02,536,0.08,22,0,0,5,5,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,1,1,0,0,0,0,0,7,11,0,0,0,5,1,4,0,0,0,0,0,128,13,0,0,0,0,0,9,0,0,0,0,0,5,0,1,3,0,1,2,1,0,1,3,0,1,0,4,1,0,1,1,0,0,0,3,5,64,1,589,0,105,31272,1
7.041,538,0.08,30,0,0,1,2,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,2,1,0,0,0,0,22,7,0,2,5,0,1,1,0,0,0,0,0,82,32,0,0,0,0,0,12,0,0,0,0,0,4,0,1,2,0,1,1,0,1,2,4,1,0,1,1,1,1,1,4,0,1,1,4,2,54,0,654,1,214,31272,1
7.062,540,0.08,45,0,0,0,0,0,1,0,0,1,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,10,1,2,0,0,0,1,5,15,2,1,1,5,0,0,2,0,0,0,0,0,116,11,0,0,0,1,0,1,0,0,0,0,0,5,0,1,2,1,0,0,1,1,2,1,1,1,0,3,1,1,1,5,1,0,0,4,2,58,0,471,0,321,31272,1
7.139,545,0.06,150,0,0,2,4,0,0,0,0,5,0,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,2,1,0,0,0,0,1,11,3,0,1,5,0,0,3,0,0,0,0,0,189,4,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,1,0,1,0,1,2,5,1,1,1,3,0,0,0,2,2,0,1,4,2,64,0,321,2,289,31272,1
7.173,547,0.07,54,0,0,4,3,0,0,0,0,5,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,5,2,1,0,0,0,0,2,8,9,0,4,0,0,0,5,0,0,0,0,0,137,24,0,0,0,0,0,6,1,0,0,0,0,0,0,1,1,1,1,1,0,0,2,0,0,0,1,4,1,0,1,0,1,1,0,3,2,42,1,159,3,396,31272,1
7.25,552,0.06,90,0,0,3,1,0,0,0,0,0,0,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,2,0,0,0,0,2,23,9,0,2,3,0,0,3,0,0,0,0,0,136,5,0,0,0,0,0,9,0,0,0,0,0,5,0,1,2,0,1,2,0,0,1,4,0,1,0,2,1,0,0,5,2,1,0,0,2,56,0,145,1,274,31272,1
7.284,554,0.07,78,0,0,3,3,0,0,0,0,2,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,3,9,3,1,0,0,0,0,0,25,6,0,2,0,0,1,4,0,0,0,0,0,126,0,0,0,0,0,0,10,0,0,0,0,0,4,0,1,4,0,1,0,1,0,2,3,0,0,1,3,1,1,1,0,0,0,0,4,5,33,1,278,5,289,31272,1
7.333,557,0.07,65,0,0,1,1,0,0,0,0,3,0,10,0,1,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,5,5,1,2,0,0,0,0,3,7,11,0,2,1,0,1,0,0,0,0,0,0,149,29,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,2,0,1,0,5,1,1,0,4,1,0,0,1,2,0,1,3,2,59,0,141,5,245,31272,1
7.365,559,0.07,58,0,0,3,0,0,0,0,0,2,0,14,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,6,4,1,0,0,0,0,3,6,8,0,3,4,0,0,10,0,0,0,0,0,236,3,0,0,0,0,0,15,0,0,0,0,0,3,0,0,2,0,0,2,1,0,2,1,0,1,0,5,1,0,1,1,0,0,1,0,0,54,1,568,5,361,31272,1
7.397,561,0.07,69,0,0,0,4,0,1,0,0,4,0,14,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5,0,0,1,0,2,6,2,1,0,0,0,0,5,10,0,0,2,4,0,0,10,0,0,0,0,0,198,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,4,1,0,1,1,0,1,5,1,1,1,5,1,1,0,2,1,0,1,4,2,67,0,789,5,401,31272,1
7.428,563,0.07,52,0,0,2,2,0,0,0,0,1,0,20,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,9,1,2,0,0,0,0,0,16,12,0,5,3,0,2,2,0,0,0,0,0,244,5,0,0,0,0,0,12,0,0,0,0,0,3,0,1,5,1,1,1,0,0,1,4,0,1,0,2,0,1,1,3,0,1,0,0,4,56,0,958,5,185,31272,1
7.46,565,0.07,41,0,0,0,1,0,0,1,0,5,0,14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,7,2,1,0,0,0,0,1,25,0,0,0,1,0,0,7,0,0,0,0,0,252,1,0,0,0,0,0,6,1,0,0,0,0,3,0,1,5,0,1,0,1,1,2,1,0,0,0,5,1,0,1,3,0,0,1,4,0,40,0,1005,4,127,31272,1
7.505,568,0.07,25,0,0,4,2,0,0,0,0,4,0,13,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,4,6,2,0,0,0,0,0,1,12,9,0,5,5,0,2,12,0,0,0,0,0,163,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,1,1,3,1,1,0,1,2,1,0,5,0,43,0,1355,2,185,31272,1
7.52,569,0.08,68,0,0,3,1,0,0,0,0,5,0,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,2,0,0,0,0,0,0,11,3,0,1,1,0,0,14,0,0,0,0,0,215,3,0,0,0,0,0,14,0,0,0,0,0,0,0,1,5,0,0,0,1,1,2,1,1,1,0,3,0,0,0,5,2,0,0,3,4,63,1,1442,3,199,31272,1
7.545,571,0.07,85,0,0,4,5,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,8,3,2,0,0,0,0,0,5,10,0,5,1,0,1,12,0,0,0,0,0,206,11,1,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,1,1,1,2,5,1,0,1,0,0,0,1,0,0,0,0,0,5,45,1,1666,3,214,31272,1
7.569,573,0.08,36,0,0,1,1,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,4,2,0,0,0,0,1,25,9,0,0,5,0,2,0,0,0,0,0,0,188,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,1,2,1,1,0,2,0,1,0,5,1,1,1,5,1,0,0,0,4,49,1,1541,2,321,31272,1
7.633,578,0.07,42,0,0,0,4,0,0,0,0,5,0,11,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,12,5,0,2,3,0,1,4,0,0,0,0,0,181,8,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,1,1,1,4,0,1,1,2,1,0,0,1,0,61,0,1700,4,105,31272,1
7.693,583,0.08,75,0,0,4,1,0,0,0,0,4,1,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,10,0,0,0,0,0,0,2,18,7,0,0,0,0,1,2,0,0,0,0,0,166,6,0,0,0,0,0,14,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,3,0,0,1,2,0,0,1,5,1,1,1,4,2,63,0,1397,5,141,31272,1
7.742,587,0.08,98,0,0,4,0,0,0,0,0,3,0,17,0,1,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,8,5,0,1,0,0,0,2,7,4,0,1,3,0,1,8,0,0,0,0,0,228,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,1,2,1,1,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,48,0,1247,3,263,31272,1
7.793,591,0.07,115,0,0,5,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,17,0,0,3,1,0,1,8,0,0,0,0,0,249,2,0,0,0,0,0,6,0,0,0,0,0,0,0,1,4,1,0,2,1,0,0,1,1,1,0,3,1,0,1,3,1,0,0,4,2,59,1,1377,0,258,31272,1
7.834,594,0.06,102,0,0,1,0,1,0,0,0,2,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,7,2,0,0,0,0,0,0,14,8,0,1,2,0,2,8,0,0,0,0,0,213,5,1,0,0,0,1,11,0,0,0,0,0,0,0,1,5,1,0,0,0,1,1,3,0,1,0,5,0,0,1,2,1,0,1,3,0,36,1,1713,2,172,31272,1
7.861,596,0.07,94,0,0,5,0,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,2,7,6,0,4,2,0,2,12,0,0,0,0,0,234,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,5,1,0,1,0,1,0,1,1,4,38,1,1464,3,101,31272,1
